listing_id,mean,host_is_superhost,host_id,host_since,host_response_time,host_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,price,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count
53408747,0.791925,TRUE,432440898,2021-11-18,within a day,1,TRUE,Lower West Side,Entire home/apt,$120.00,40,4.85,4.95,4.65,4.8,4.73,4.8,1.65,1
53431131,0.8513333333333333,FALSE,133759935,2017-06-06,within an hour,1,TRUE,Grand Boulevard,Entire home/apt,$88.00,39,4.79,4.82,4.85,4.97,4.79,4.69,1.82,1
53470340,0.7830810810810811,TRUE,366278723,2020-09-06,within an hour,1,FALSE,Garfield Ridge,Entire home/apt,$236.00,37,4.84,4.81,4.89,4.81,4.81,4.86,1.54,1
53479347,0.8967297297297298,TRUE,344157738,2020-04-18,within an hour,1,TRUE,Logan Square,Entire home/apt,$650.00,37,4.92,4.92,4.92,4.89,4.97,4.86,1.53,1
53495617,0.8280851063829787,FALSE,24423992,2014-12-02,within an hour,1,TRUE,East Garfield Park,Entire home/apt,$160.00,47,4.79,4.73,4.9,4.92,4.5,4.83,2.24,1
53515692,0.8267021276595745,TRUE,420690384,2021-08-29,within an hour,10,TRUE,Portage Park,Entire home/apt,$51.00,47,4.92,4.96,4.88,4.94,4.85,4.88,1.93,10
53541061,0.90195,TRUE,433560075,2021-11-26,within an hour,1,TRUE,Lincoln Park,Entire home/apt,$399.00,60,4.95,4.98,5,5,5,4.95,2.82,1
53585953,0.68675,FALSE,48199812,2015-11-04,within an hour,1,FALSE,Woodlawn,Entire home/apt,$150.00,36,4.83,4.94,4.83,4.94,4.31,4.56,1.6,1
53591341,0.8013064516129033,TRUE,246906287,2019-03-04,within an hour,1,FALSE,Albany Park,Entire home/apt,$94.00,62,4.9,4.9,4.97,5,4.61,4.87,5.74,1
5359984,0.851953125,TRUE,4698713,2013-01-14,within an hour,2,TRUE,West Town,Entire home/apt,$182.00,120,4.84,4.85,4.97,4.96,4.92,4.88,1.13,1
53612424,0.7710697674418605,FALSE,434156538,2021-11-30,within a few hours,1,TRUE,Lower West Side,Entire home/apt,$90.00,43,4.79,4.67,4.91,4.93,4.77,4.72,1.75,1
53740501,0.7937804878048781,FALSE,167278375,2018-01-11,within an hour,1,TRUE,Beverly,Private room,$57.00,41,4.93,4.98,5,4.88,4.88,4.9,1.82,1
53751055,0.80445,TRUE,169297663,2018-01-22,within an hour,32,TRUE,West Town,Entire home/apt,$228.00,40,4.78,4.9,4.83,4.9,4.85,4.83,1.88,21
53752029,0.8234736842105264,TRUE,115673175,2017-02-09,within an hour,1,TRUE,Avondale,Entire home/apt,$138.00,57,4.93,4.96,4.93,4.96,4.93,4.86,2.55,1
53811925,0.8346031746031746,TRUE,429410420,2021-10-28,within an hour,9,TRUE,Lincoln Square,Entire home/apt,$62.00,63,4.89,4.87,4.94,4.97,4.95,4.86,2.74,9
53831928,0.7487307692307692,TRUE,435770634,2021-12-12,within an hour,8,TRUE,West Town,Entire home/apt,$62.00,52,4.79,4.69,4.71,4.88,4.85,4.73,2.18,8
53832580,0.9014468085106384,TRUE,14727364,2015-06-03,within an hour,1,TRUE,Lake View,Entire home/apt,$221.00,47,5,5,5,4.98,4.98,4.89,2.16,1
53833712,0.86385,TRUE,33829686,2015-05-20,within an hour,1,TRUE,West Town,Entire home/apt,$250.00,40,4.98,4.98,4.93,4.98,4.88,4.83,2.38,1
53846745,0.8075272727272728,FALSE,331726274,2020-01-29,within an hour,2,TRUE,Rogers Park,Entire home/apt,$79.00,55,4.69,4.71,4.64,4.87,4.78,4.6,2.36,2
538471896277381700,0.7464186046511628,FALSE,177188450,2018-03-07,within an hour,59,TRUE,Near North Side,Entire home/apt,$149.00,43,4.66,4.55,4.82,4.66,4.8,4.36,1.96,58
53849223,0.828906976744186,FALSE,52165552,2015-12-24,within an hour,4,TRUE,Lake View,Entire home/apt,$211.00,43,4.93,4.95,4.84,4.98,5,4.77,1.79,3
53852044,0.8286935483870967,TRUE,127083177,2017-04-22,within an hour,2,TRUE,Logan Square,Entire home/apt,$120.00,62,4.79,4.87,4.84,4.9,4.95,4.7,2.7,2
53933318,0.8713043478260869,TRUE,50475013,2015-12-03,within an hour,1,TRUE,Edgewater,Entire home/apt,$261.00,46,5,4.98,4.98,5,5,4.89,3.2,1
54016679,0.8603035714285714,TRUE,423874446,2021-09-20,within an hour,1,TRUE,West Town,Entire home/apt,$171.00,56,4.84,4.91,4.98,4.88,4.84,4.79,2.45,1
54020726,0.8662045454545454,TRUE,56625410,2016-01-29,within an hour,1,FALSE,Lake View,Entire home/apt,$441.00,44,4.95,4.93,4.95,4.93,5,4.82,2,1
54040677,0.8146862745098039,FALSE,121719854,2017-03-20,within an hour,1670,TRUE,Near West Side,Entire home/apt,$132.00,51,4.98,4.96,4.94,4.98,4.86,4.9,2.29,51
54043465,0.87418,TRUE,437955102,2021-12-29,within an hour,1,TRUE,Bridgeport,Entire home/apt,$200.00,50,4.82,4.96,4.94,4.94,4.8,4.68,4.1,1
54111333,0.878603448275862,TRUE,438652825,2022-01-02,within a day,1,TRUE,Logan Square,Entire home/apt,$160.00,58,5,4.97,5,5,4.98,5,2.66,1
54147989,0.7627692307692308,TRUE,5720152,2013-04-01,within an hour,6,TRUE,Lower West Side,Entire home/apt,$100.00,52,4.77,4.62,4.63,4.9,4.65,4.67,3.52,6
54149843,0.8431428571428571,TRUE,439006626,2022-01-04,within an hour,17,TRUE,Lincoln Park,Entire home/apt,$203.00,42,4.81,4.5,4.76,4.93,5,4.6,2.72,1
54151749,0.79535,TRUE,227676316,2018-11-26,within an hour,1,TRUE,Woodlawn,Entire home/apt,$382.00,40,4.88,4.83,4.95,4.95,4.78,4.9,2.08,1
542067,0.893421875,TRUE,2273840,2012-05-02,within an hour,1,TRUE,Logan Square,Entire home/apt,$150.00,303,4.88,4.93,4.93,4.96,4.84,4.84,2.17,1
54210117,0.814304347826087,TRUE,162693728,2017-12-14,within an hour,2,FALSE,Austin,Entire home/apt,$264.00,46,4.8,4.93,4.7,4.96,4.07,4.72,3.5,1
54245503,0.8219824561403509,TRUE,436809861,2021-12-20,within an hour,9,TRUE,Avondale,Entire home/apt,$53.00,57,4.81,4.9,4.95,4.98,4.91,4.81,2.68,8
54252299,0.58810416666666665,FALSE,47172572,2015-10-22,within an hour,55,TRUE,Hyde Park,Entire home/apt,$54.00,48,4.42,4.13,4.77,4.75,4.73,4.31,2.06,55
54252326,0.5451153846153847,FALSE,47172572,2015-10-22,within an hour,55,TRUE,Kenwood,Entire home/apt,$46.00,52,4.26,3.91,4.55,4.62,4.49,4.11,2.34,55
54262825,0.88975,TRUE,90835829,2016-08-19,within an hour,2,TRUE,Uptown,Entire home/apt,$143.00,52,4.94,4.92,4.98,5,5,4.83,3.22,1
54277404,0.8292368421052632,TRUE,440180025,2022-01-12,within an hour,1,TRUE,Douglas,Entire home/apt,$320.00,38,4.97,4.92,4.97,5,4.82,4.9,1.89,1
54291065,0.7033265306122449,TRUE,436809861,2021-12-20,within an hour,9,TRUE,Avondale,Entire home/apt,$52.00,49,4.65,4.63,4.69,4.84,4.55,4.67,2.16,8
54370817,0.7167169811320755,TRUE,360688371,2020-08-05,within an hour,1,FALSE,East Side,Entire home/apt,$76.00,53,4.83,4.81,4.92,4.87,4.53,4.77,2.54,1
54378795,0.7395192307692308,TRUE,436809861,2021-12-20,within an hour,9,TRUE,Lake View,Entire home/apt,$50.00,52,4.73,4.75,4.96,4.9,4.98,4.6,2.39,8
54380603,0.8114782608695652,TRUE,364420393,2020-08-25,within an hour,2,TRUE,Hermosa,Entire home/apt,$89.00,46,4.85,4.98,4.98,4.96,4.83,4.85,4.18,1
54393279,0.7152826086956522,TRUE,72651433,2016-05-18,within an hour,13,TRUE,Greater Grand Crossing,Entire home/apt,$107.00,46,4.74,4.8,4.78,4.8,4.48,4.67,2.12,8
545848263758492800,0.8229830508474576,FALSE,7202014,2013-06-30,within an hour,1,TRUE,North Center,Entire home/apt,$186.00,59,4.69,4.86,4.9,4.88,4.93,4.71,2.68,1
547749354268417860,0.737111111111111,FALSE,47172572,2015-10-22,within an hour,55,TRUE,West Town,Entire home/apt,$68.00,63,4.39,4.22,4.73,4.58,4.81,4.36,2.97,55
548021451876061100,0.822734693877551,TRUE,442145969,2022-01-25,within an hour,1,TRUE,East Garfield Park,Entire home/apt,$148.00,49,4.82,4.98,4.88,5,4.32,4.82,2.29,1
548083723082676160,0.893015625,TRUE,267739179,2019-06-11,within an hour,1,TRUE,Lincoln Park,Entire home/apt,$129.00,64,4.95,5,4.98,4.98,4.98,4.88,3.25,1
549225909050662100,0.8765961538461539,TRUE,5608501,2013-03-24,within an hour,1,FALSE,Edgewater,Entire home/apt,$251.00,52,4.98,4.96,4.94,4.96,4.96,4.96,2.78,1
551319469812903360,0.80425,TRUE,37420568,2015-07-03,within an hour,1,TRUE,Logan Square,Entire home/apt,$87.00,48,4.85,4.9,4.98,4.98,4.83,4.79,3.66,1
551376087149478100,0.6638421052631579,FALSE,25947013,2015-01-11,within an hour,2,TRUE,Beverly,Entire home/apt,$93.00,38,4.58,4.71,4.87,4.87,4.76,4.58,1.76,1
552850284035328500,0.8092045454545455,TRUE,22796024,2014-10-21,within an hour,10,TRUE,Near North Side,Entire home/apt,$141.00,44,4.84,4.95,4.82,4.93,4.98,4.8,1.96,10
553192042659897540,0.7558571428571429,FALSE,273461025,2019-07-04,within an hour,3,TRUE,Edgewater,Entire home/apt,$64.00,49,4.78,4.94,4.84,4.76,4.98,4.76,2.19,2
554142375548384640,0.7122439024390244,FALSE,403573904,2021-05-25,within an hour,2,TRUE,Hyde Park,Entire home/apt,$76.00,41,4.74,4.71,4.81,4.86,4.93,4.55,2.33,2
554385076952526460,0.8453606557377049,TRUE,133636998,2017-06-05,within an hour,1,TRUE,West Town,Entire home/apt,$143.00,61,4.93,4.95,4.89,4.98,4.97,4.89,3.38,1
555148100217828740,0.8521764705882353,TRUE,427384616,2021-10-14,within an hour,1,TRUE,Near West Side,Entire home/apt,$343.00,51,4.8,4.61,4.94,4.92,4.67,4.71,2.46,1
560948610468837250,0.75806,TRUE,30073391,2015-03-26,within an hour,5,TRUE,West Town,Entire home/apt,$59.00,50,4.82,4.86,4.9,4.94,4.8,4.78,2.66,5
561709143431042900,0.8240188679245283,TRUE,444958030,2022-02-13,within an hour,1,TRUE,Lincoln Park,Entire home/apt,$219.00,53,5,5,5,5,4.98,4.85,2.43,1
56530085576809e4,0.6903199999999999,FALSE,435105119,2021-12-07,within an hour,42,FALSE,Near West Side,Entire home/apt,$277.00,50,4.6,4.62,4.6,4.62,4.86,4.58,1,41
566652703587145300,0.753725,TRUE,336313231,2020-02-15,within an hour,3,TRUE,Grand Boulevard,Entire home/apt,$182.00,40,4.73,4.68,4.9,4.98,4.5,4.6,1.86,3
567390850413961900,0.6415238095238095,FALSE,441385627,2022-01-20,within an hour,4,TRUE,Lake View,Private room,$27.00,63,4.57,4.41,4.78,4.76,4.9,4.62,2.85,4
568091406808073300,0.7580689655172413,FALSE,446358627,2022-02-22,within an hour,1,FALSE,Grand Boulevard,Entire home/apt,$100.00,58,4.81,4.9,4.95,4.98,4.26,4.81,2.85,1
568713227027237700,0.9055,TRUE,85873963,2016-07-25,within an hour,1,TRUE,West Town,Entire home/apt,$400.00,50,4.94,4.78,5,5,4.88,4.82,2.81,1
5.7113900945914957e+17,0.7775799999999999,TRUE,425379068,2021-09-30,within an hour,2,TRUE,West Town,Entire home/apt,$93.00,50,4.84,4.92,4.94,4.84,4.86,4.7,2.32,1
571714653003583040,0.7604468085106383,TRUE,259688317,2019-05-03,within an hour,9,TRUE,Lake View,Entire home/apt,$50.00,47,4.69,4.88,4.58,4.77,4.9,4.54,2.16,8
572359829377887600,0.8824516129032258,TRUE,447235075,2022-02-28,within an hour,1,TRUE,North Center,Entire home/apt,$110.00,62,4.94,4.94,4.94,5,4.94,4.85,4.27,1
572408216186505600,0.9164237288135592,TRUE,189045896,2018-05-11,within an hour,2,TRUE,Logan Square,Entire home/apt,$356.00,59,5,5,5,5,4.98,4.98,2.76,2
573186721489825400,0.7775853658536586,TRUE,409349669,2021-06-26,within an hour,5,TRUE,Lincoln Park,Entire home/apt,$127.00,41,4.88,4.95,4.67,4.9,4.83,4.79,2.08,5
574735789301672060,0.8920555555555555,TRUE,6114614,2013-04-27,within an hour,1,TRUE,North Center,Entire home/apt,$267.00,36,4.94,4.94,5,5,4.83,4.78,2.05,1
576142258595884800,0.77125,TRUE,228485415,2018-12-01,within an hour,13,TRUE,West Ridge,Entire home/apt,$65.00,56,4.86,4.89,4.96,4.96,4.57,4.82,2.69,9
576618088457249400,0.6323448275862069,FALSE,170785489,2018-01-30,within an hour,120,TRUE,West Town,Entire home/apt,$87.00,58,4.67,4.59,4.76,4.66,4.71,4.55,2.85,38
576717548289447200,0.9065454545454544,TRUE,26439913,2015-01-20,within an hour,2,TRUE,Rogers Park,Entire home/apt,$238.00,44,4.98,5,5,5,5,4.98,3.24,2
582921667905672200,0.85512,TRUE,172755286,2018-02-11,within an hour,2,FALSE,Lake View,Entire home/apt,$81.00,50,4.92,4.86,4.92,4.98,4.98,4.84,2.4,2
583306034221049500,0.7861219512195122,TRUE,436809861,2021-12-20,within an hour,9,TRUE,Lake View,Entire home/apt,$53.00,41,4.56,4.93,4.59,4.83,4.93,4.54,2.03,8
583385719871563300,0.7983166666666667,TRUE,429410420,2021-10-28,within an hour,9,TRUE,Portage Park,Entire home/apt,$56.00,60,4.8,4.75,4.95,4.95,4.8,4.82,2.82,9
583397764875300900,0.7824,TRUE,429410420,2021-10-28,within an hour,9,TRUE,West Town,Entire home/apt,$60.00,50,4.92,4.88,4.94,4.98,4.86,4.76,2.37,9
584106469967419600,0.8434905660377359,TRUE,169297663,2018-01-22,within an hour,32,TRUE,Lincoln Park,Entire home/apt,$329.00,53,4.98,4.94,4.96,4.93,4.98,4.8,2.82,21
584244826874793600,0.5985636363636364,FALSE,47172572,2015-10-22,within an hour,55,TRUE,Near North Side,Entire home/apt,$77.00,55,4.5,4.46,4.75,4.63,4.91,4.45,2.58,55
584857119580835100,0.6929722222222222,FALSE,450062061,2022-03-17,within an hour,1,TRUE,Humboldt Park,Entire home/apt,$338.00,36,4.42,4.69,4.78,4.89,4.61,4.31,1.76,1
587053579377796e3,0.7073478260869566,FALSE,299139831,2019-09-30,within an hour,6,TRUE,Washington Park,Entire home/apt,$99.00,46,4.76,4.85,4.54,4.85,4.17,4.8,2.2,6
589023708936836900,0.4875,FALSE,450930758,2022-03-23,within an hour,8,TRUE,Brighton Park,Private room,$21.00,42,4.28,4.23,4.79,4.65,4.33,4.35,2.07,8
589035205475226500,0.8518615384615384,TRUE,137265085,2017-06-27,within an hour,1,FALSE,Logan Square,Entire home/apt,$153.00,65,4.92,4.95,4.95,5,4.92,4.83,3.39,1
590769023911548300,0.7170540540540541,TRUE,40832200,2015-08-07,within an hour,15,TRUE,Douglas,Entire home/apt,$89.00,37,4.76,4.59,4.97,4.97,4.81,4.76,1.8,7
591460077768655900,0.879,TRUE,447064744,2022-02-27,within an hour,1,TRUE,Rogers Park,Entire home/apt,$191.00,53,5,5,4.96,5,4.83,4.83,2.63,1
591475031049104400,0.43657894736842107,FALSE,442225178,2022-01-26,within an hour,4,TRUE,Mckinley Park,Private room,$21.00,38,4.16,4.03,4.65,4.5,4.47,4.42,1.84,4
592767659387926500,0.4553877551020408,FALSE,442225178,2022-01-26,within an hour,4,TRUE,Mckinley Park,Private room,$23.00,49,4.22,3.98,4.73,4.55,4.33,4.29,2.36,4
592771654273240700,0.5066315789473684,FALSE,442225178,2022-01-26,within an hour,4,TRUE,Mckinley Park,Private room,$21.00,57,4.14,4.02,4.68,4.7,4.42,4.18,2.74,4
592815021305952500,0.5469444444444445,FALSE,450930758,2022-03-23,within an hour,8,TRUE,Brighton Park,Private room,$21.00,36,4.44,4.42,4.75,4.75,4.39,4.5,1.74,8
594221998336275700,0.8856326530612245,TRUE,451998312,2022-03-30,within an hour,1,TRUE,Logan Square,Entire home/apt,$236.00,49,5,4.96,5,4.98,4.9,4.96,2.58,1
594772145650770700,0.8212745098039216,TRUE,248760412,2019-03-14,within an hour,71,TRUE,Near North Side,Entire home/apt,$344.00,51,4.9,4.98,4.87,4.87,4.96,4.73,2.66,51
595948293511661300,0.8012790697674419,TRUE,133403638,2017-06-04,within an hour,1,TRUE,Armour Square,Entire home/apt,$249.00,43,4.67,4.7,4.77,4.88,4.63,4.63,2.19,1
596243441049701200,0.9241891891891892,TRUE,57286741,2016-02-03,within an hour,1,TRUE,Lake View,Entire home/apt,$149.00,37,4.97,4.97,5,5,5,4.92,1.95,1
596574346027014300,0.6189259259259259,FALSE,436959191,2021-12-21,within an hour,20,TRUE,Bridgeport,Private room,$45.00,54,4.43,4.48,4.93,4.72,4.44,4.44,2.67,20
596632637998928400,0.6497297297297298,FALSE,77414650,2016-06-13,a few days or more,25,TRUE,Woodlawn,Entire home/apt,$96.00,37,4.59,4.38,4.86,4.7,4.3,4.51,1.79,21
596863787629624600,0.7430615384615384,TRUE,429410420,2021-10-28,within an hour,9,TRUE,Portage Park,Entire home/apt,$48.00,65,4.88,4.88,4.85,4.97,4.85,4.85,3.17,9
596863939924134900,0.7825384615384615,TRUE,429410420,2021-10-28,within an hour,9,TRUE,Portage Park,Entire home/apt,$54.00,52,4.71,4.52,4.77,4.88,4.71,4.6,2.67,9
598554885297228e3,0.6342380952380953,FALSE,395298252,2021-04-02,within an hour,5,TRUE,Lake View,Entire home/apt,$82.00,63,4.41,4.34,4.58,4.59,4.86,4.25,3.74,5
598723796403611600,0.5350714285714285,FALSE,436959191,2021-12-21,within an hour,20,TRUE,Bridgeport,Private room,$43.00,56,4.55,4.23,4.86,4.84,4.5,4.63,2.89,20
598736322862370600,0.8269565217391305,TRUE,246090809,2019-02-28,within an hour,1,TRUE,West Town,Entire home/apt,$324.00,46,4.85,4.79,4.96,4.91,4.91,4.77,2.23,1
599270079159338800,0.8205538461538462,TRUE,453055712,2022-04-06,within an hour,1,TRUE,Avondale,Entire home/apt,$120.00,65,4.97,4.97,5,4.97,4.89,4.83,3.23,1
601394938382221200,0.7816111111111111,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$382.00,36,4.78,4.81,4.89,4.86,4.89,4.78,1.91,74
601681301917915600,0.8633421052631579,TRUE,44967753,2015-09-23,within an hour,1,FALSE,Lincoln Square,Entire home/apt,$297.00,38,4.95,4.92,5,5,4.97,4.97,1.93,1
603883304654863900,0.7751818181818182,FALSE,454048857,2022-04-13,within an hour,4,TRUE,Uptown,Entire home/apt,$86.00,44,4.64,4.62,4.76,4.73,4.69,4.6,2.21,4
605274919852250200,0.8477179487179487,TRUE,118370296,2017-02-27,within an hour,2,TRUE,Edgewater,Private room,$56.00,39,4.95,4.54,4.9,4.97,4.97,4.9,1.98,1
6086065,0.87475,FALSE,27005011,2015-01-31,within a few hours,1,TRUE,Logan Square,Entire home/apt,$77.00,82,4.96,4.88,5,4.99,4.94,4.88,0.81,1
609050814181729500,0.8060588235294117,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$171.00,51,4.88,4.87,4.96,5,4.63,4.71,2.53,74
609332696307845200,0.6358461538461538,FALSE,441310992,2022-01-20,within a few hours,3,TRUE,West Ridge,Entire home/apt,$169.00,39,4.7,4.5,4.83,4.85,4.35,4.45,2.57,3
609426723980234900,0.5762363636363637,FALSE,441385627,2022-01-20,within an hour,4,TRUE,Lake View,Private room,$28.00,55,4.51,4.68,4.89,4.79,4.95,4.58,2.95,4
609477882686825300,0.5922295081967213,FALSE,441385627,2022-01-20,within an hour,4,TRUE,Lake View,Private room,$25.00,61,4.44,4.39,4.76,4.82,4.94,4.58,3.24,4
609500552813051900,0.6487608695652174,FALSE,441385627,2022-01-20,within an hour,4,TRUE,Lake View,Private room,$27.00,46,4.61,4.41,4.72,4.7,4.93,4.63,2.55,4
610435645646336900,0.8565833333333334,TRUE,16500117,2014-06-07,within a few hours,2,TRUE,Lincoln Square,Private room,$73.00,36,4.97,4.97,4.97,5,5,4.97,1.83,2
610645584447770100,0.8398333333333333,TRUE,455378162,2022-04-21,within an hour,1,TRUE,South Shore,Entire home/apt,$91.00,36,5,4.89,4.97,4.94,4.78,5,2.01,1
612179677317950800,0.9339,TRUE,6341314,2013-05-11,within an hour,5,TRUE,Near North Side,Entire home/apt,$511.00,40,4.95,4.98,4.98,4.98,4.93,4.78,2.11,5
612942666712815100,0.845875,TRUE,27275184,2015-02-05,within an hour,8,TRUE,Lake View,Entire home/apt,$138.00,40,4.93,4.95,4.93,5,4.88,4.93,2.4,3
613836997434550900,0.6539354838709678,TRUE,126543638,2017-04-19,within an hour,4,TRUE,Brighton Park,Entire home/apt,$103.00,62,4.77,4.81,4.84,4.89,4.5,4.65,3.27,4
614553361349129500,0.694,FALSE,246839504,2019-03-04,within an hour,5,FALSE,Woodlawn,Private room,$45.00,64,4.75,4.68,4.88,4.78,4.54,4.82,3.23,5
615050908520321200,0.8878863636363636,TRUE,68844359,2016-04-25,within an hour,1,FALSE,Irving Park,Entire home/apt,$115.00,44,5,5,5,5,5,4.93,2.68,1
615781894376955800,0.8222631578947368,TRUE,409349669,2021-06-26,within an hour,5,TRUE,Lincoln Park,Entire home/apt,$124.00,57,4.81,4.84,4.79,4.9,4.93,4.71,2.96,5
615850055810564900,0.71606,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$149.00,50,4.76,4.74,4.88,4.86,4.78,4.76,2.53,74
615872996222019600,0.7311489361702127,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$149.00,47,4.83,4.87,4.94,4.94,4.64,4.64,2.39,74
6.1655427160650394e+17,0.6673396226415095,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$169.00,53,4.62,4.75,4.85,4.85,4.68,4.66,2.77,74
616560273313483600,0.7258444444444444,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$216.00,45,4.91,4.89,4.98,4.98,4.87,4.73,2.27,74
616567793942868900,0.7635322580645162,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$151.00,62,4.89,4.67,4.87,4.9,4.73,4.67,3.34,74
616581982132767100,0.7728333333333334,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$151.00,54,4.85,4.83,4.85,4.89,4.76,4.65,2.86,74
616587865854200800,0.74724,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$149.00,50,4.9,4.88,4.86,4.98,4.8,4.7,2.54,74
616909307862188300,0.74738,TRUE,235678953,2019-01-10,within an hour,31,TRUE,Near North Side,Entire home/apt,$164.00,50,4.82,4.68,4.82,4.86,5,4.74,2.79,30
617241679909282400,0.8076511627906977,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$216.00,43,4.93,4.88,4.93,4.98,4.81,4.77,2.19,74
617250533931743100,0.6650185185185185,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$149.00,54,4.91,4.93,4.91,4.91,4.87,4.82,2.78,74
618087987433574100,0.9149122807017545,TRUE,29267331,2015-03-13,within an hour,1,TRUE,Rogers Park,Entire home/apt,$169.00,57,5,4.98,4.98,5,4.96,4.93,3.17,1
618835403431967e3,0.8652321428571429,TRUE,68148003,2016-04-20,within an hour,1,TRUE,Avondale,Entire home/apt,$67.00,56,4.89,4.88,4.95,5,4.79,4.82,2.89,1
619441009319934300,0.8092131147540984,TRUE,137310905,2017-06-27,within an hour,9,FALSE,Austin,Entire home/apt,$108.00,61,4.93,4.92,4.95,4.97,4.85,4.84,3.43,3
619546774674537e3,0.7422619047619048,TRUE,126543638,2017-04-19,within an hour,4,TRUE,Brighton Park,Entire home/apt,$100.00,42,4.83,4.83,4.93,4.98,4.69,4.83,2.19,4
619724359437254e3,0.7713555555555556,TRUE,178710732,2018-03-15,within an hour,19,TRUE,Armour Square,Entire home/apt,$195.00,45,4.82,4.84,4.91,4.91,4.69,4.64,2.29,19
619763577593447300,0.840015625,TRUE,204880608,2018-07-24,within an hour,29,TRUE,Lincoln Park,Entire home/apt,$259.00,64,4.86,4.89,4.92,4.94,4.98,4.74,3.94,2
620170761952745500,0.8322549019607843,TRUE,98193524,2016-10-05,within an hour,41,TRUE,Loop,Entire home/apt,$103.00,51,4.88,4.9,4.86,4.92,4.96,4.76,2.62,26
621519858441933300,0.8767301587301587,TRUE,62111851,2016-03-08,within an hour,3,TRUE,Lake View,Entire home/apt,$307.00,63,4.98,4.98,4.97,5,4.98,4.9,3.66,2
622605835990770400,0.8587272727272727,TRUE,33367682,2015-05-14,within an hour,1,TRUE,Grand Boulevard,Entire home/apt,$250.00,55,4.95,4.85,5,4.98,4.53,4.85,4.07,1
623265637725732400,0.85475,TRUE,382199341,2020-12-29,within an hour,2,FALSE,Hermosa,Entire home/apt,$504.00,44,4.91,4.91,4.91,5,4.64,4.86,2.55,1
623777096327913600,0.7573513513513513,FALSE,121719854,2017-03-20,within an hour,1670,TRUE,North Park,Entire home/apt,$96.00,37,4.62,4.68,4.81,4.65,4.81,4.59,1.95,51
624681474626484e3,0.7733863636363636,TRUE,121714487,2017-03-20,within an hour,1,TRUE,Douglas,Entire home/apt,$108.00,44,4.93,4.91,4.98,4.98,4.84,4.91,3.24,1
624712488724850700,0.7942931034482759,TRUE,458641882,2022-05-11,within an hour,1,FALSE,Logan Square,Entire home/apt,$216.00,58,4.91,4.76,4.97,4.95,4.88,4.79,3.22,1
625506881807444100,0.5068541666666666,FALSE,444364949,2022-02-09,within an hour,8,TRUE,Armour Square,Private room,$23.00,48,4.44,4.19,4.65,4.79,4.29,4.46,2.66,8
625556016732844800,0.4971090909090909,FALSE,444364949,2022-02-09,within an hour,8,TRUE,Armour Square,Private room,$21.00,55,4.53,4.6,4.71,4.71,4.53,4.55,3.04,8
625570783481237900,0.7179285714285715,TRUE,41379137,2015-08-13,within an hour,1,TRUE,Logan Square,Entire home/apt,$172.00,42,4.81,4.79,4.79,4.86,4.76,4.71,2.53,1
625942337858763600,0.7573783783783784,FALSE,124547116,2017-04-06,within a day,4,TRUE,Loop,Entire home/apt,$200.00,37,4.59,4.86,4.68,4.57,5,4.59,2.17,3
626065208710069400,0.894734375,TRUE,6789528,2013-06-07,within an hour,5,TRUE,Lake View,Entire home/apt,$256.00,64,4.98,5,4.97,4.97,5,4.88,3.39,5
626192524373148400,0.8925833333333333,TRUE,6789528,2013-06-07,within an hour,5,TRUE,Lake View,Entire home/apt,$307.00,60,4.98,5,4.98,5,4.9,4.95,3.17,5
62627591558542e4,0.8821176470588236,TRUE,6789528,2013-06-07,within an hour,5,TRUE,Lake View,Entire home/apt,$308.00,51,5,5,5,5,4.98,4.9,2.71,5
626287704198387200,0.7021206896551724,FALSE,243035563,2019-02-13,within an hour,42,TRUE,Near South Side,Entire home/apt,$149.00,58,4.84,4.84,4.83,4.91,4.79,4.57,3.05,42
626660857822440400,0.7138653846153846,FALSE,243035563,2019-02-13,within an hour,42,TRUE,Near South Side,Entire home/apt,$171.00,52,4.79,4.77,4.71,4.94,4.83,4.65,2.82,42
626846896991096400,0.7576382978723404,FALSE,92192981,2016-08-27,within an hour,2,TRUE,Lake View,Entire home/apt,$203.00,47,4.69,4.81,4.94,4.96,4.81,4.56,2.69,2
